,binary
22958,False
22959,False
22960,False
22961,False
22962,False
22963,False
22964,False
22965,True
22966,True
22967,False
22968,False
22969,False
22970,False
22971,True
22972,False
22973,False
22974,False
22975,True
22976,False
22977,False
22978,False
22979,False
22980,False
22981,False
22982,False
22983,False
22984,False
22985,False
22986,False
22987,True
22988,False
22989,False
22990,False
22991,False
22992,False
22993,False
22994,False
22995,False
22996,False
22997,False
22998,False
22999,False
23000,False
23001,False
23002,False
23003,False
23004,False
23005,False
23006,False
23007,False
23008,False
23009,False
23010,False
23011,False
23012,False
23013,False
23014,False
23015,False
23016,False
23017,False
23018,False
23019,False
23020,False
23021,False
23022,False
23023,False
23024,False
23025,False
23026,False
23027,True
23028,False
23029,False
23030,False
23031,False
23032,False
23033,False
23034,False
23035,True
23036,False
23037,False
23038,True
23039,False
23040,False
23041,False
23042,False
23043,False
23044,False
23045,False
23046,False
23047,False
23048,False
23049,False
23050,False
23051,False
23052,False
23053,False
23054,True
23055,False
23056,False
23057,False
23058,False
23059,False
23060,False
23061,False
23062,True
23063,False
23064,False
23065,False
23066,False
23067,False
23068,False
23069,False
23070,False
23071,False
23072,False
23073,False
23074,False
23075,False
23076,True
23077,False
23078,False
23079,False
23080,False
23081,False
23082,False
23083,False
23084,False
23085,False
23086,False
23087,False
23088,False
23089,False
23090,False
23091,False
23092,False
23093,False
23094,False
23095,False
23096,True
23097,True
23098,False
23099,False
23100,False
23101,False
23102,False
23103,False
23104,False
23105,False
23106,False
23107,False
23108,False
23109,False
23110,False
23111,True
23112,True
23113,False
23114,False
23115,False
23116,False
23117,False
23118,False
23119,False
23120,True
23121,False
23122,False
23123,True
23124,False
23125,False
23126,False
23127,True
23128,False
23129,False
23130,False
23131,False
23132,False
23133,False
23134,False
23135,False
23136,False
23137,False
23138,False
23139,False
23140,False
23141,False
23142,False
23143,False
23144,False
23145,False
23146,False
23147,False
23148,False
23149,False
23150,True
23151,False
23152,False
23153,False
23154,False
23155,True
23156,False
23157,False
23158,False
23159,False
23160,False
23161,False
23162,False
23163,False
23164,False
23165,False
23166,False
23167,False
23168,False
23169,False
23170,False
23171,False
23172,False
23173,False
23174,True
23175,True
23176,False
23177,False
23178,False
23179,False
23180,False
23181,False
23182,False
23183,False
23184,False
23185,False
23186,False
23187,False
23188,False
23189,False
23190,False
23191,False
23192,False
23193,False
23194,False
23195,False
23196,False
23197,False
23198,False
23199,False
23200,False
23201,False
23202,True
23203,False
23204,False
23205,True
23206,True
23207,False
23208,True
23209,False
23210,False
23211,False
23212,False
23213,False
23214,False
23215,False
23216,True
23217,True
23218,False
23219,False
23220,False
23221,False
23222,False
23223,False
23224,False
23225,False
23226,False
23227,False
23228,False
23229,False
23230,False
23231,False
23232,False
23233,False
23234,True
23235,False
23236,False
23237,False
23238,False
23239,False
23240,False
23241,False
23242,False
23243,False
23244,False
23245,False
23246,False
23247,False
23248,False
23249,False
23250,False
23251,False
23252,True
23253,True
23254,False
23255,False
23256,False
23257,False
23258,False
23259,False
23260,False
23261,False
23262,False
23263,False
23264,False
23265,False
23266,True
23267,True
23268,False
23269,False
23270,False
23271,False
23272,False
23273,True
23274,False
23275,False
23276,False
23277,False
23278,False
23279,False
23280,False
23281,True
23282,True
23283,False
23284,False
23285,False
23286,True
23287,False
23288,False
23289,False
23290,False
23291,False
23292,False
23293,False
23294,False
23295,False
23296,False
23297,False
23298,False
23299,False
23300,False
23301,False
23302,False
23303,False
23304,False
23305,False
23306,True
23307,False
23308,False
23309,False
23310,False
23311,True
23312,False
23313,False
23314,False
23315,False
23316,False
23317,False
23318,False
23319,False
23320,True
23321,False
23322,False
23323,False
23324,False
23325,False
23326,False
23327,False
23328,True
23329,False
23330,False
23331,False
23332,False
23333,False
23334,False
23335,False
23336,False
23337,False
23338,False
23339,True
23340,False
23341,False
23342,False
23343,False
23344,False
23345,False
23346,False
23347,False
23348,False
23349,False
23350,False
23351,False
23352,False
23353,False
23354,False
23355,False
23356,False
23357,False
23358,False
23359,False
23360,False
23361,False
23362,False
23363,False
23364,False
23365,False
23366,False
23367,False
23368,False
23369,False
23370,False
23371,True
23372,False
23373,False
23374,True
23375,False
23376,False
23377,False
23378,False
23379,False
23380,False
23381,False
23382,False
23383,False
23384,False
23385,False
23386,False
23387,False
23388,False
23389,False
23390,False
23391,False
23392,True
23393,False
23394,False
23395,False
23396,False
23397,False
23398,False
23399,False
23400,False
23401,False
23402,False
23403,False
23404,False
23405,False
23406,False
23407,False
23408,False
23409,True
23410,True
23411,False
23412,True
23413,False
23414,False
23415,False
23416,False
23417,False
23418,False
23419,False
23420,False
23421,False
23422,False
23423,True
23424,False
23425,False
23426,False
23427,False
23428,False
23429,False
23430,False
23431,True
23432,False
23433,False
23434,False
23435,False
23436,False
23437,False
23438,False
23439,False
23440,False
23441,False
23442,False
23443,False
23444,False
23445,False
23446,False
23447,False
23448,False
23449,False
23450,False
23451,False
23452,False
23453,False
23454,False
23455,False
23456,False
23457,False
23458,False
23459,False
23460,True
23461,False
23462,False
23463,False
23464,False
23465,False
23466,True
23467,False
23468,False
23469,False
23470,False
23471,False
23472,False
23473,False
23474,True
23475,False
23476,False
23477,True
23478,False
23479,False
23480,False
23481,False
23482,True
23483,False
23484,False
23485,False
23486,False
23487,False
23488,False
23489,False
23490,False
23491,False
23492,False
23493,False
23494,True
23495,False
23496,False
23497,False
23498,False
23499,False
23500,False
23501,True
23502,False
23503,False
23504,False
23505,False
23506,False
23507,False
23508,False
23509,False
23510,False
23511,False
23512,True
23513,False
23514,False
23515,False
23516,False
23517,False
23518,True
23519,False
23520,False
23521,False
23522,False
23523,True
23524,False
23525,False
23526,False
23527,False
23528,False
23529,False
23530,False
23531,False
23532,False
23533,True
23534,True
23535,False
23536,False
23537,False
23538,False
23539,False
23540,False
23541,False
23542,False
23543,False
23544,False
23545,False
23546,True
23547,False
23548,False
23549,False
23550,False
23551,False
23552,False
23553,False
23554,False
23555,False
23556,False
23557,True
23558,False
23559,False
23560,False
23561,True
23562,True
23563,True
23564,False
23565,False
23566,False
23567,False
23568,False
23569,False
23570,False
23571,False
23572,False
23573,False
23574,True
23575,True
23576,True
23577,False
23578,False
23579,False
23580,False
23581,False
23582,False
23583,False
23584,False
23585,False
23586,False
23587,True
23588,False
23589,False
23590,False
23591,False
23592,False
23593,False
23594,False
23595,True
23596,False
23597,False
23598,False
23599,False
23600,False
23601,False
23602,False
23603,False
23604,False
23605,False
23606,False
23607,False
23608,False
23609,False
23610,False
23611,False
23612,False
23613,False
23614,True
23615,False
23616,False
23617,False
23618,False
23619,False
23620,True
23621,False
23622,True
23623,False
23624,False
23625,False
23626,False
23627,False
23628,False
23629,False
23630,False
23631,False
23632,False
23633,False
23634,True
23635,True
23636,True
23637,False
23638,False
23639,False
23640,False
23641,False
23642,False
23643,False
23644,False
23645,False
23646,False
23647,False
23648,False
23649,False
23650,True
23651,False
23652,False
23653,False
23654,False
23655,False
23656,False
23657,False
23658,False
23659,False
23660,False
23661,False
23662,False
23663,False
23664,False
23665,True
23666,False
23667,False
23668,False
23669,False
23670,False
23671,False
23672,False
23673,False
23674,False
23675,False
23676,False
23677,False
23678,False
23679,False
23680,True
23681,False
23682,False
23683,False
23684,True
23685,False
23686,False
23687,False
23688,False
23689,False
23690,False
23691,False
23692,False
23693,False
23694,False
23695,False
23696,False
23697,False
23698,False
23699,False
23700,False
23701,False
23702,False
23703,False
23704,False
23705,False
23706,False
23707,False
23708,False
23709,True
23710,False
23711,False
23712,False
23713,False
23714,False
23715,False
23716,False
23717,False
23718,False
23719,False
23720,False
23721,False
23722,True
23723,False
23724,False
23725,False
23726,True
23727,True
23728,False
23729,False
23730,False
23731,False
23732,False
23733,False
23734,False
23735,False
23736,False
23737,False
23738,True
23739,False
23740,False
23741,False
23742,False
23743,False
23744,False
23745,False
23746,False
23747,False
23748,False
23749,False
23750,False
23751,False
23752,False
23753,False
23754,True
23755,False
23756,False
23757,False
23758,False
23759,False
23760,False
23761,False
23762,False
23763,False
23764,False
23765,False
23766,False
23767,False
23768,False
23769,False
23770,True
23771,True
23772,False
23773,False
23774,False
23775,False
23776,False
23777,False
23778,False
23779,False
23780,False
23781,False
23782,False
23783,False
23784,False
23785,False
23786,False
23787,False
23788,False
23789,False
23790,False
23791,False
23792,False
23793,False
23794,False
23795,False
23796,False
23797,False
23798,True
23799,True
23800,False
23801,False
23802,False
23803,False
23804,False
23805,False
23806,False
23807,False
23808,False
23809,False
23810,False
23811,False
23812,True
23813,False
23814,False
23815,False
23816,False
23817,False
23818,True
23819,False
23820,False
23821,False
23822,False
23823,False
23824,False
23825,False
23826,False
23827,False
23828,False
23829,False
23830,True
23831,False
23832,False
23833,True
23834,False
23835,False
23836,False
23837,False
23838,False
23839,False
23840,False
23841,False
23842,False
23843,False
23844,False
23845,False
23846,False
23847,False
23848,False
23849,False
23850,False
23851,False
23852,False
23853,False
23854,False
23855,False
23856,False
23857,True
23858,True
23859,False
23860,False
23861,False
23862,False
23863,False
23864,True
23865,False
23866,True
23867,False
23868,False
23869,False
23870,False
23871,False
23872,False
23873,False
23874,False
23875,True
23876,False
23877,False
23878,False
23879,False
23880,True
23881,False
23882,False
23883,False
23884,False
23885,False
23886,False
23887,False
23888,False
23889,False
23890,False
23891,False
23892,False
23893,False
23894,True
23895,False
23896,False
23897,False
23898,False
23899,False
23900,False
23901,False
23902,True
23903,False
23904,False
23905,False
23906,False
23907,False
23908,False
23909,True
23910,True
23911,False
23912,False
23913,False
23914,False
23915,False
23916,False
23917,False
23918,True
23919,False
23920,False
23921,False
23922,False
23923,True
23924,False
23925,False
23926,False
23927,False
23928,False
23929,False
23930,False
23931,False
23932,False
23933,False
23934,False
23935,False
23936,False
23937,False
23938,False
23939,False
23940,False
23941,False
23942,False
23943,False
23944,False
23945,True
23946,False
23947,False
23948,False
23949,False
23950,False
23951,False
23952,False
23953,False
23954,False
23955,False
23956,False
23957,True
23958,True
23959,False
23960,False
23961,False
23962,False
23963,False
23964,False
23965,True
23966,True
23967,False
23968,False
23969,False
23970,False
23971,True
23972,True
23973,False
23974,False
23975,False
23976,False
23977,False
23978,False
23979,False
23980,False
23981,False
23982,False
23983,False
23984,False
23985,False
23986,True
23987,True
23988,False
23989,False
23990,False
23991,True
23992,True
23993,True
23994,True
23995,False
23996,False
23997,False
23998,True
23999,False
24000,False
24001,False
24002,False
24003,False
24004,False
24005,False
24006,False
24007,False
24008,False
24009,True
24010,False
24011,False
24012,False
24013,False
24014,False
24015,False
24016,False
24017,False
24018,False
24019,False
24020,False
24021,False
24022,False
24023,False
24024,False
24025,False
24026,False
24027,False
24028,False
24029,False
24030,False
24031,False
24032,False
24033,False
24034,False
24035,False
24036,False
24037,False
24038,False
24039,False
24040,False
24041,False
24042,False
24043,False
24044,False
24045,False
24046,False
24047,True
24048,False
24049,False
24050,False
24051,False
24052,False
24053,True
24054,False
24055,False
24056,False
24057,False
24058,True
24059,False
24060,False
24061,False
24062,False
24063,False
24064,False
24065,False
24066,False
24067,False
24068,False
24069,False
24070,False
24071,True
24072,False
24073,False
24074,False
24075,False
24076,False
24077,False
24078,False
24079,False
24080,False
24081,False
24082,False
24083,False
24084,False
24085,False
24086,False
24087,False
24088,False
24089,True
24090,False
24091,False
24092,False
24093,False
24094,False
24095,False
24096,False
24097,False
24098,False
24099,False
24100,False
24101,True
24102,False
24103,False
24104,False
24105,False
24106,False
24107,False
24108,False
24109,True
24110,True
24111,False
24112,False
24113,False
24114,False
24115,False
24116,False
24117,False
24118,False
24119,False
24120,False
24121,False
24122,False
24123,False
24124,False
24125,False
24126,False
24127,False
24128,False
24129,False
24130,False
24131,False
24132,False
24133,False
24134,False
24135,False
24136,False
24137,True
24138,False
24139,False
24140,False
24141,False
24142,False
24143,False
24144,True
24145,False
24146,False
24147,False
24148,False
24149,False
24150,True
24151,False
24152,False
24153,False
24154,True
24155,False
24156,False
24157,False
24158,False
24159,False
24160,False
24161,False
24162,False
24163,False
24164,True
24165,False
24166,False
24167,False
24168,False
24169,False
24170,False
24171,False
24172,False
24173,False
24174,False
24175,False
24176,False
24177,False
24178,False
24179,False
24180,True
24181,False
24182,False
24183,False
24184,True
24185,True
24186,False
24187,False
24188,False
24189,False
24190,False
24191,False
24192,False
24193,False
24194,False
24195,False
24196,False
24197,False
24198,True
24199,False
24200,False
24201,False
24202,False
24203,False
24204,False
24205,False
24206,False
24207,True
24208,False
24209,False
24210,False
24211,False
24212,False
24213,False
24214,False
24215,False
24216,False
24217,False
24218,False
24219,False
24220,False
24221,False
24222,False
24223,False
24224,False
24225,False
24226,False
24227,False
24228,False
24229,False
24230,False
24231,False
24232,False
24233,True
24234,False
24235,False
24236,False
24237,False
24238,False
24239,False
24240,False
24241,False
24242,False
24243,False
24244,False
24245,False
24246,False
24247,False
24248,False
24249,False
24250,False
24251,False
24252,False
24253,False
24254,False
24255,False
24256,False
24257,False
24258,False
24259,True
24260,False
24261,False
24262,False
24263,True
24264,False
24265,False
24266,False
24267,False
24268,False
24269,False
24270,False
24271,False
24272,False
24273,False
24274,False
24275,False
24276,False
24277,False
24278,False
24279,False
24280,False
24281,False
24282,False
24283,False
24284,False
24285,False
24286,False
24287,False
24288,False
24289,False
24290,False
24291,False
24292,False
24293,False
24294,False
24295,False
24296,False
24297,False
24298,False
24299,False
24300,False
24301,False
24302,False
24303,False
24304,False
24305,False
24306,False
24307,False
24308,False
24309,False
24310,False
24311,True
24312,True
24313,False
24314,False
24315,True
24316,False
24317,False
24318,False
24319,False
24320,False
24321,False
24322,False
24323,False
24324,True
24325,True
24326,False
24327,True
24328,False
24329,False
24330,False
24331,False
24332,False
24333,False
24334,False
24335,False
24336,False
24337,False
24338,False
24339,False
24340,False
24341,False
24342,False
24343,False
24344,False
24345,False
24346,False
24347,False
24348,False
24349,False
24350,False
24351,False
24352,False
24353,False
24354,False
24355,False
24356,False
24357,False
24358,False
24359,False
24360,False
24361,False
24362,False
24363,False
24364,False
24365,False
24366,False
24367,False
24368,False
24369,False
24370,False
24371,False
24372,False
24373,False
24374,False
24375,False
24376,False
24377,False
24378,False
24379,False
24380,False
24381,True
24382,True
24383,False
24384,False
24385,False
24386,False
24387,False
24388,True
24389,False
24390,False
24391,False
24392,False
24393,False
24394,False
24395,False
24396,False
24397,True
24398,False
24399,True
24400,False
24401,True
24402,False
24403,False
24404,False
24405,False
24406,False
24407,False
24408,False
24409,False
24410,False
24411,False
24412,False
24413,False
24414,False
24415,False
24416,False
24417,False
24418,True
24419,False
24420,False
24421,False
24422,False
24423,False
24424,False
24425,False
24426,False
24427,False
24428,False
24429,False
24430,False
24431,False
24432,False
24433,False
24434,False
24435,False
24436,False
24437,False
24438,False
24439,False
24440,False
24441,True
24442,True
24443,False
24444,False
24445,False
24446,False
24447,False
24448,False
24449,False
24450,False
24451,False
24452,False
24453,False
24454,False
24455,False
24456,False
24457,False
24458,False
24459,False
24460,False
24461,False
24462,False
24463,False
24464,False
24465,False
24466,False
24467,False
24468,False
24469,False
24470,False
24471,False
24472,False
24473,False
24474,False
24475,False
24476,False
24477,False
24478,False
24479,False
24480,False
24481,False
24482,False
24483,False
24484,False
24485,False
24486,False
24487,False
24488,False
24489,False
24490,False
24491,False
24492,False
24493,False
24494,False
24495,False
24496,True
24497,False
24498,False
24499,False
24500,False
24501,False
24502,False
24503,True
24504,False
24505,True
24506,True
24507,False
24508,True
24509,False
24510,False
24511,False
24512,False
24513,False
24514,False
24515,False
24516,False
24517,False
24518,False
24519,False
24520,False
24521,False
24522,False
24523,False
24524,False
24525,False
24526,False
24527,True
24528,False
24529,False
24530,False
24531,False
24532,False
24533,False
24534,False
24535,False
24536,False
24537,False
24538,False
24539,False
24540,False
24541,False
24542,False
24543,False
24544,False
24545,False
24546,False
24547,False
24548,True
24549,False
24550,True
24551,False
24552,False
24553,False
24554,False
24555,False
24556,False
24557,False
24558,True
24559,True
24560,False
24561,False
24562,False
24563,False
24564,False
24565,False
24566,False
24567,True
24568,False
24569,False
24570,False
24571,False
24572,False
24573,False
24574,False
24575,False
24576,True
24577,True
24578,False
24579,False
24580,False
24581,False
24582,False
24583,False
24584,False
24585,True
24586,False
24587,True
24588,False
24589,False
24590,False
24591,False
24592,False
24593,False
24594,False
24595,False
24596,False
24597,False
24598,False
24599,False
24600,False
24601,False
24602,False
24603,False
24604,False
24605,False
24606,False
24607,False
24608,False
24609,False
24610,False
24611,False
24612,False
24613,False
24614,False
24615,False
24616,False
24617,False
24618,False
24619,True
24620,False
24621,False
24622,False
24623,False
24624,False
24625,False
24626,False
24627,False
24628,False
24629,True
24630,False
24631,False
24632,True
24633,False
24634,False
24635,False
24636,False
24637,False
24638,False
24639,True
24640,False
24641,False
24642,False
24643,True
24644,False
24645,False
24646,False
24647,False
24648,False
24649,True
24650,True
24651,False
24652,False
24653,False
24654,False
24655,False
24656,False
24657,False
24658,True
24659,False
24660,False
24661,False
24662,False
24663,True
24664,False
24665,False
24666,False
24667,False
24668,False
24669,False
24670,False
24671,True
24672,True
24673,True
24674,False
24675,False
24676,True
24677,False
24678,False
24679,False
24680,False
24681,False
24682,False
24683,False
24684,False
24685,False
24686,False
24687,False
24688,False
24689,False
24690,False
24691,False
24692,False
24693,False
24694,False
24695,False
24696,False
24697,False
24698,False
24699,False
24700,False
24701,False
24702,False
24703,False
24704,False
24705,False
24706,False
24707,False
24708,True
24709,False
24710,False
24711,False
24712,False
24713,False
24714,False
24715,True
24716,False
24717,False
24718,False
24719,False
24720,False
24721,False
24722,False
24723,False
24724,False
24725,False
24726,False
24727,True
24728,False
24729,False
24730,False
24731,False
24732,False
24733,True
24734,False
24735,False
24736,False
24737,False
24738,False
24739,False
24740,False
24741,True
24742,True
24743,False
24744,True
24745,False
24746,False
24747,False
24748,False
24749,False
24750,False
24751,False
24752,False
24753,False
24754,False
24755,False
24756,False
24757,True
24758,True
24759,False
24760,False
24761,False
24762,False
24763,False
24764,False
24765,False
24766,False
24767,False
24768,False
24769,False
24770,False
24771,True
24772,False
24773,False
24774,False
24775,False
24776,True
24777,True
24778,False
24779,False
24780,False
24781,False
24782,False
24783,False
24784,False
24785,False
24786,False
24787,False
24788,False
24789,False
24790,False
24791,False
24792,False
24793,False
24794,False
24795,False
24796,True
24797,False
24798,False
24799,False
24800,False
24801,False
24802,True
24803,False
24804,False
24805,False
24806,False
24807,True
24808,False
24809,False
24810,False
24811,False
24812,False
24813,False
24814,False
24815,False
24816,False
24817,False
24818,False
24819,False
24820,False
24821,False
24822,False
24823,False
24824,False
24825,False
24826,False
24827,False
24828,False
24829,True
24830,False
24831,False
24832,False
24833,False
24834,True
24835,False
24836,False
24837,False
24838,False
24839,False
24840,False
24841,False
24842,False
24843,False
24844,False
24845,False
24846,False
24847,False
24848,False
24849,False
24850,False
24851,False
24852,False
24853,False
24854,False
24855,False
24856,False
24857,True
24858,False
24859,False
24860,False
24861,False
24862,False
24863,False
24864,False
24865,False
24866,False
24867,False
24868,False
24869,False
24870,False
24871,False
24872,False
24873,False
24874,False
24875,False
24876,False
24877,False
24878,False
24879,False
24880,False
24881,False
24882,False
24883,False
24884,False
24885,True
24886,False
24887,False
24888,False
24889,False
24890,False
24891,False
24892,False
24893,False
24894,True
24895,False
24896,True
24897,False
24898,False
24899,False
24900,False
24901,False
24902,False
24903,False
24904,False
24905,False
24906,True
24907,False
24908,False
24909,False
24910,False
24911,False
24912,False
24913,False
24914,False
24915,True
24916,False
24917,True
24918,False
24919,False
24920,False
24921,False
24922,False
24923,False
24924,True
24925,False
24926,True
24927,True
24928,False
24929,False
24930,False
24931,False
24932,False
24933,False
24934,False
24935,False
24936,False
24937,False
24938,False
24939,False
24940,False
24941,False
24942,False
24943,False
24944,False
24945,False
24946,False
24947,False
24948,False
24949,True
24950,False
24951,False
24952,False
24953,True
24954,True
24955,False
24956,False
24957,False
24958,False
24959,False
24960,False
24961,False
24962,False
24963,False
24964,False
24965,True
24966,False
24967,False
24968,False
24969,True
24970,False
24971,False
24972,True
24973,True
24974,False
24975,False
24976,False
24977,True
24978,False
24979,False
24980,False
24981,False
24982,False
24983,False
24984,False
24985,False
24986,False
24987,False
24988,False
24989,False
24990,False
24991,False
24992,False
24993,False
24994,True
24995,False
24996,False
24997,False
24998,False
24999,False
25000,False
25001,False
25002,False
25003,False
25004,False
25005,True
25006,True
25007,False
25008,False
25009,True
25010,False
25011,False
25012,False
25013,False
25014,False
25015,True
25016,False
25017,False
25018,False
25019,False
25020,False
25021,False
25022,False
25023,False
25024,False
25025,False
25026,False
25027,False
25028,False
25029,False
25030,False
25031,False
25032,False
25033,False
25034,False
25035,False
25036,False
25037,False
25038,False
25039,False
25040,False
25041,False
25042,False
25043,False
25044,False
25045,False
25046,False
25047,False
25048,False
25049,False
25050,False
25051,False
25052,False
25053,False
25054,False
25055,False
25056,False
25057,False
25058,False
25059,False
25060,False
25061,False
25062,False
25063,False
25064,False
25065,False
25066,False
25067,False
25068,False
25069,False
25070,False
25071,False
25072,False
25073,False
25074,False
25075,False
25076,False
25077,True
25078,False
25079,False
25080,True
25081,False
25082,False
25083,False
25084,False
25085,False
25086,False
25087,False
25088,False
25089,False
25090,False
25091,False
25092,False
25093,False
25094,True
25095,False
25096,False
25097,False
25098,False
25099,False
25100,False
25101,False
25102,False
25103,False
25104,False
25105,True
25106,False
25107,False
25108,False
25109,True
25110,False
25111,False
25112,False
25113,False
25114,False
25115,False
25116,False
25117,False
25118,False
25119,False
25120,False
25121,False
25122,False
25123,False
25124,True
25125,False
25126,False
25127,False
25128,False
25129,False
25130,False
25131,False
25132,False
25133,False
25134,False
25135,False
25136,False
25137,False
25138,False
25139,True
25140,True
25141,False
25142,False
25143,False
25144,False
25145,True
25146,True
25147,True
25148,True
25149,False
25150,False
25151,False
25152,False
25153,True
25154,False
25155,False
25156,False
25157,False
25158,False
25159,False
25160,True
25161,False
25162,False
25163,True
25164,True
25165,True
25166,True
25167,False
25168,False
25169,False
25170,False
25171,False
25172,False
25173,False
25174,False
25175,False
25176,False
25177,False
25178,False
25179,False
25180,False
25181,False
25182,False
25183,False
25184,False
25185,True
25186,False
25187,False
25188,False
25189,False
25190,False
25191,False
25192,False
25193,False
25194,False
25195,False
25196,False
25197,False
25198,False
25199,False
25200,False
25201,False
25202,False
25203,True
25204,False
25205,False
25206,False
25207,False
25208,False
25209,True
25210,False
25211,False
25212,False
25213,False
25214,False
25215,True
25216,False
25217,False
25218,False
25219,False
25220,False
25221,False
25222,False
25223,False
25224,False
25225,False
25226,False
25227,False
25228,False
25229,False
25230,False
25231,False
25232,False
25233,False
25234,False
25235,False
25236,False
25237,False
25238,False
25239,False
25240,False
25241,False
25242,True
25243,False
25244,False
25245,True
25246,False
25247,False
25248,False
25249,False
25250,False
25251,False
25252,False
25253,False
25254,False
25255,False
25256,False
25257,True
25258,False
25259,False
25260,False
25261,False
25262,False
25263,False
25264,True
25265,False
25266,False
25267,False
25268,False
25269,False
25270,False
25271,False
25272,False
25273,False
25274,False
25275,True
25276,False
25277,False
25278,False
25279,False
25280,False
25281,False
25282,False
25283,False
25284,False
25285,False
25286,False
25287,False
25288,False
25289,False
25290,True
25291,False
25292,False
25293,True
25294,False
25295,False
25296,False
25297,False
25298,False
25299,False
25300,False
25301,False
25302,False
25303,False
25304,True
25305,True
25306,False
25307,False
25308,False
25309,False
25310,True
25311,False
25312,False
25313,False
25314,False
25315,False
25316,False
25317,True
25318,False
25319,False
25320,False
25321,False
25322,False
25323,True
25324,False
25325,False
25326,False
25327,False
25328,False
25329,False
25330,False
25331,False
25332,False
25333,False
25334,False
25335,False
25336,False
25337,False
25338,False
25339,False
25340,False
25341,False
25342,False
25343,True
25344,False
25345,False
25346,True
25347,True
25348,False
25349,False
25350,False
25351,False
25352,False
25353,False
25354,False
25355,False
25356,False
25357,False
25358,False
25359,False
25360,False
25361,False
25362,False
25363,False
25364,False
25365,False
25366,False
25367,False
25368,False
25369,False
25370,False
25371,False
25372,False
25373,False
25374,False
25375,False
25376,False
25377,False
25378,False
25379,False
25380,False
25381,False
25382,True
25383,False
25384,True
25385,False
25386,False
25387,False
25388,False
25389,False
25390,False
25391,False
25392,False
25393,False
25394,False
25395,False
25396,False
25397,False
25398,False
25399,False
25400,False
25401,False
25402,True
25403,False
25404,False
25405,False
25406,False
25407,False
25408,False
25409,False
25410,False
25411,True
25412,False
25413,False
25414,False
25415,False
25416,False
25417,True
25418,False
25419,True
25420,False
25421,False
25422,False
25423,False
25424,False
25425,False
25426,False
25427,False
25428,False
25429,False
25430,False
25431,False
25432,False
25433,False
25434,False
25435,False
25436,True
25437,False
25438,False
25439,False
25440,False
25441,False
25442,False
25443,False
25444,False
25445,False
25446,False
25447,False
25448,False
25449,False
25450,False
25451,False
25452,False
25453,False
25454,False
25455,False
25456,False
25457,False
25458,False
25459,False
25460,False
25461,False
25462,False
25463,False
25464,False
25465,False
25466,False
25467,False
25468,False
25469,True
25470,False
25471,False
25472,False
25473,False
25474,False
25475,False
25476,False
25477,False
25478,False
25479,False
25480,False
25481,False
25482,False
25483,False
25484,False
25485,False
25486,False
25487,True
25488,False
25489,True
25490,False
25491,True
25492,True
25493,False
25494,False
25495,False
25496,False
25497,False
25498,False
25499,False
25500,False
25501,False
25502,False
25503,False
25504,False
25505,False
25506,False
25507,False
25508,False
25509,False
25510,False
25511,False
25512,False
25513,False
25514,False
25515,True
25516,True
25517,True
25518,True
25519,False
25520,False
25521,False
25522,False
25523,False
25524,False
25525,False
25526,False
25527,False
25528,False
25529,False
25530,False
25531,False
25532,True
25533,False
25534,False
25535,False
25536,False
25537,False
25538,False
25539,False
25540,True
25541,False
25542,False
25543,False
25544,False
25545,False
25546,False
25547,False
25548,False
25549,False
25550,False
25551,False
25552,False
25553,False
25554,False
25555,False
25556,False
25557,False
25558,False
25559,False
25560,False
25561,False
25562,False
25563,False
25564,False
25565,False
25566,False
25567,False
25568,False
25569,False
25570,False
25571,False
25572,False
25573,True
25574,False
25575,False
25576,False
25577,False
25578,False
25579,False
25580,False
25581,False
25582,False
25583,False
25584,False
25585,True
25586,False
25587,False
25588,False
25589,False
25590,False
25591,False
25592,False
25593,False
25594,False
25595,True
25596,False
25597,True
25598,False
25599,False
25600,False
25601,False
25602,False
25603,False
25604,False
25605,False
25606,False
25607,False
25608,False
25609,False
25610,False
25611,False
25612,False
25613,False
25614,False
25615,False
25616,False
25617,False
25618,False
25619,False
25620,False
25621,False
25622,False
25623,False
25624,False
25625,False
25626,True
25627,False
25628,False
25629,False
25630,False
25631,False
25632,False
25633,False
25634,False
25635,False
25636,True
25637,True
25638,False
25639,False
25640,False
25641,True
25642,False
25643,True
25644,False
25645,True
25646,False
25647,False
25648,True
25649,False
25650,False
25651,False
25652,False
25653,False
25654,False
25655,False
25656,False
25657,False
25658,False
25659,False
25660,False
25661,False
25662,False
25663,False
25664,True
25665,True
25666,False
25667,False
25668,False
25669,False
25670,False
25671,False
25672,False
25673,False
25674,False
25675,False
25676,True
25677,False
25678,False
25679,False
25680,False
25681,False
25682,False
25683,False
25684,False
25685,False
25686,True
25687,False
25688,False
25689,False
25690,False
25691,False
25692,False
25693,True
25694,True
25695,False
25696,True
25697,False
25698,False
25699,False
25700,False
25701,False
25702,False
25703,False
25704,False
25705,False
25706,False
25707,False
25708,False
25709,True
25710,False
25711,False
25712,True
25713,True
25714,False
25715,False
25716,False
25717,False
25718,True
25719,False
25720,False
25721,False
25722,False
25723,False
25724,False
25725,False
25726,False
25727,True
25728,False
25729,False
25730,False
25731,False
25732,False
25733,False
25734,False
25735,False
25736,False
25737,False
25738,False
25739,False
25740,False
25741,False
25742,True
25743,False
25744,False
25745,False
25746,False
25747,False
25748,False
25749,False
25750,False
25751,False
25752,False
25753,False
25754,False
25755,False
25756,False
